channel,author,is_bot,content,created_at
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-10-30T19:55:00Z | Price: $539.66,2025-10-30T19:55:02.334000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-30T20:00:02Z | Price: $194.55,2025-10-30T20:00:12.135000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MU at 2025-10-31T13:35:00Z | Price: $229.77,2025-10-31T13:35:01.105000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-31T13:35:01Z | Price: 837.44,2025-10-31T13:35:04.433000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-10-31T13:35:08Z | Price: $545.89,2025-10-31T13:35:08.699000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-10-31T13:35:29Z | Price: $236.67,2025-10-31T13:35:29.884000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T13:40:01Z | Price: 637.74,2025-10-31T13:40:04.551000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-31T13:45:00Z | Price: 280.87,2025-10-31T13:45:00.701000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T13:45:00Z | Price: 347.39,2025-10-31T13:45:00.919000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T13:45:02Z | Price: 640.56,2025-10-31T13:45:07.019000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-10-31T13:45:04Z | Price: $547.28,2025-10-31T13:45:10.073000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HUM  Momentum weakening at 2025-10-31T13:46:00Z | Price: $283.42,2025-10-31T13:46:00.454000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-31T13:50:00Z | Price: $307.79,2025-10-31T13:50:03.383000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-31T13:50:00Z | Price: $374.18,2025-10-31T13:50:03.790000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T13:55:00Z | Price: 641.7,2025-10-31T13:55:01.826000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-31T13:55:04Z | Price: $247.5,2025-10-31T13:55:05.232000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-10-31T13:55:19Z | Price: $549.30,2025-10-31T13:55:20.117000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T14:00:00Z | Price: 348.5,2025-10-31T14:00:02.481000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-31T14:00:02Z | Price: $249.69,2025-10-31T14:00:12.851000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T14:00:02Z | Price: 643.66,2025-10-31T14:00:15.601000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T14:05:04Z | Price: 645.53,2025-10-31T14:05:05.077000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T14:10:00Z | Price: 351.73,2025-10-31T14:10:00.590000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on PLTR at 2025-10-31T14:15:00Z | Price: $202.97,2025-10-31T14:15:02.566000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T14:30:00Z | Price: 355.17,2025-10-31T14:30:00.639000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-10-31T14:30:00Z | Price: $61.53,2025-10-31T14:30:04.166000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T14:40:10Z | Price: 647.77,2025-10-31T14:40:11.034000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T14:45:01Z | Price: 356.31,2025-10-31T14:45:04.277000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-10-31T14:45:01Z | Price: 649.45,2025-10-31T14:45:05.308000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T14:50:00Z | Price: 358.4,2025-10-31T14:50:00.475000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-31T14:50:01Z | Price: $203.07,2025-10-31T14:50:02.907000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-10-31T14:55:03Z | Price: 345.5,2025-10-31T14:55:04.843000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-10-31T15:00:00Z | Price: $360.2,2025-10-31T15:00:03.212000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-10-31T15:05:00Z | Price: $169.6,2025-10-31T15:05:00.886000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on APP at 2025-10-31T15:10:00Z | Price: 648.01,2025-10-31T15:10:02.071000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on COIN at 2025-10-31T15:15:00Z | Price: 359.74,2025-10-31T15:15:00.657000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-31T15:15:02Z | Price: 520.19,2025-10-31T15:15:07.625000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-10-31T15:30:00Z | Price: 358.07,2025-10-31T15:30:00.907000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-31T15:30:02Z | Price: 519.4,2025-10-31T15:30:07.450000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on APP at 2025-10-31T15:30:04Z | Price: 647.41,2025-10-31T15:30:10.058000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-31T15:35:00Z | Price: $305.8,2025-10-31T15:35:01.218000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-31T15:35:00Z | Price: 280.45,2025-10-31T15:35:01.755000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on CRWD  Momentum weakening at 2025-10-31T15:40:16Z | Price: $539.53,2025-10-31T15:40:16.676000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T15:55:17Z | Price: 853.88,2025-10-31T15:55:18.061000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MU  Momentum weakening at 2025-10-31T16:00:00Z | Price: $222.41,2025-10-31T16:00:03.731000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-10-31T16:05:02Z | Price: 357.4,2025-10-31T16:05:03.712000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T16:05:02Z | Price: 856.4,2025-10-31T16:05:04.060000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T16:30:11Z | Price: 857.45,2025-10-31T16:30:12.239000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on CRWD  Momentum weakening at 2025-10-31T16:46:00Z | Price: $539.71,2025-10-31T16:46:00.565000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T16:46:00Z | Price: 858.75,2025-10-31T16:46:00.589000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-31T16:55:01Z | Price: 279.825,2025-10-31T16:55:03.026000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-31T17:00:10Z | Price: 856.54,2025-10-31T17:00:18.558000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-31T17:00:21Z | Price: $304.42,2025-10-31T17:00:21.909000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-10-31T17:10:00Z | Price: $169.69,2025-10-31T17:10:02.258000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-31T17:20:01Z | Price: 516.16,2025-10-31T17:20:03.999000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T17:30:08Z | Price: 861.82,2025-10-31T17:30:11.529000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T17:35:02Z | Price: 863.59,2025-10-31T17:35:03.187000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T17:45:07Z | Price: 865.155,2025-10-31T17:45:08.292000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on APP at 2025-10-31T17:55:04Z | Price: 635.6,2025-10-31T17:55:04.954000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-31T17:55:09Z | Price: 860.68,2025-10-31T17:55:09.990000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-31T18:30:00Z | Price: 280.21,2025-10-31T18:30:01.751000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-31T18:30:04Z | Price: $250.81,2025-10-31T18:30:08.319000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T18:45:00Z | Price: 868.08,2025-10-31T18:45:00.818000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-31T18:45:05Z | Price: $61.93,2025-10-31T18:45:08.912000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-31T18:50:07Z | Price: 869.19,2025-10-31T18:50:08.088000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MU  Momentum weakening at 2025-10-31T18:55:02Z | Price: $222.32,2025-10-31T18:55:03.111000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-31T19:00:00Z | Price: $361,2025-10-31T19:00:01.988000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on NET  Momentum weakening at 2025-10-31T19:00:02Z | Price: $249.85,2025-10-31T19:00:10.915000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IBM at 2025-10-31T19:00:13Z | Price: $307.06,2025-10-31T19:00:14.588000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-31T19:05:04Z | Price: $379.3,2025-10-31T19:05:04.979000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MU at 2025-10-31T19:10:04Z | Price: $223.685,2025-10-31T19:10:04.316000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-31T19:10:06Z | Price: 866.53,2025-10-31T19:10:06.300000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-10-31T19:15:02Z | Price: $542.69,2025-10-31T19:15:04.657000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-31T19:25:00Z | Price: $371.7,2025-10-31T19:25:00.355000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MU at 2025-10-31T19:25:00Z | Price: $224.865,2025-10-31T19:25:02.055000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on PLTR at 2025-10-31T19:30:00Z | Price: $201.37,2025-10-31T19:30:02.714000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IBM at 2025-10-31T19:30:10Z | Price: $308.17,2025-10-31T19:30:13.501000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-31T19:35:01Z | Price: $252.36,2025-10-31T19:35:03.794000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-10-31T19:35:12Z | Price: $544.40,2025-10-31T19:35:12.566000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HUM  Momentum weakening at 2025-10-31T19:40:04Z | Price: $278.00,2025-10-31T19:40:04.818000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-10-31T19:45:00Z | Price: 347.43,2025-10-31T19:45:00.890000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-31T19:45:00Z | Price: $201.02,2025-10-31T19:45:02.299000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-31T19:45:01Z | Price: $253.97,2025-10-31T19:45:05.375000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-10-31T19:45:02Z | Price: $62.32,2025-10-31T19:45:06.223000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IBM at 2025-10-31T19:45:09Z | Price: $309.3,2025-10-31T19:45:10.150000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-31T19:50:00Z | Price: $370.14,2025-10-31T19:50:04.082000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MU  Momentum weakening at 2025-10-31T19:55:00Z | Price: $224.14,2025-10-31T19:55:00.589000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-10-31T19:55:00Z | Price: $361.15,2025-10-31T19:55:02.428000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-31T19:55:00Z | Price: $307.9,2025-10-31T19:55:02.571000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-31T20:00:02Z | Price: $379.68,2025-10-31T20:00:12.313000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-11-03T14:35:00Z | Price: $550.01,2025-11-03T14:35:01.385000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-11-03T14:35:00Z | Price: $168.1,2025-11-03T14:35:01.479000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-11-03T14:35:00Z | Price: 339.54,2025-11-03T14:35:01.587000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-11-03T14:35:02Z | Price: $255.08,2025-11-03T14:35:05.283000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-11-03T14:35:03Z | Price: 646.73,2025-11-03T14:35:05.405000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-11-03T14:40:00Z | Price: $551.50,2025-11-03T14:40:02.694000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T14:40:01Z | Price: 881.5,2025-11-03T14:40:04.560000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-11-03T14:40:01Z | Price: 648.05,2025-11-03T14:40:05.406000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-11-03T14:40:01Z | Price: 281.08,2025-11-03T14:40:05.703000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on MSFT at 2025-11-03T14:45:00Z | Price: 523.84,2025-11-03T14:45:03.556000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-11-03T14:45:10Z | Price: $256.67,2025-11-03T14:45:10.185000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IBM at 2025-11-03T14:55:02Z | Price: $310.62,2025-11-03T14:55:05.154000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on APP at 2025-11-03T15:05:00Z | Price: 635.34,2025-11-03T15:05:01.588000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on NET  Momentum weakening at 2025-11-03T15:15:09Z | Price: $254.49,2025-11-03T15:15:09.947000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-11-03T15:15:18Z | Price: $234.385,2025-11-03T15:15:18.968000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-11-03T15:25:04Z | Price: $359.77,2025-11-03T15:25:05.331000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-11-03T15:30:05Z | Price: $309.26,2025-11-03T15:30:15.960000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-11-03T15:50:03Z | Price: 282.14,2025-11-03T15:50:04.946000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T16:05:13Z | Price: 883.6,2025-11-03T16:05:14.104000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T16:15:00Z | Price: 884.7,2025-11-03T16:15:03.902000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T16:20:00Z | Price: 885.9,2025-11-03T16:20:00.893000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-11-03T16:20:12Z | Price: 475.61,2025-11-03T16:20:12.229000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-11-03T16:30:01Z | Price: 518.63,2025-11-03T16:30:08.622000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-11-03T16:30:01Z | Price: $57.78,2025-11-03T16:30:09.576000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on APP at 2025-11-03T16:30:06Z | Price: 623.75,2025-11-03T16:30:12.437000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HUM at 2025-11-03T16:35:08Z | Price: $279.52,2025-11-03T16:35:08.860000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-11-03T16:45:00Z | Price: 882.41,2025-11-03T16:45:00.479000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MU at 2025-11-03T17:00:02Z | Price: $235.86,2025-11-03T17:00:15.080000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T17:10:04Z | Price: 888.13,2025-11-03T17:10:05.308000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MU at 2025-11-03T17:15:00Z | Price: $237.23,2025-11-03T17:15:01.189000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T17:20:00Z | Price: 890.61,2025-11-03T17:20:00.872000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-11-03T17:30:14Z | Price: $233.86,2025-11-03T17:30:14.499000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-11-03T17:35:02Z | Price: $249.52,2025-11-03T17:35:03.350000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T17:35:10Z | Price: 892.26,2025-11-03T17:35:10.266000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-11-03T17:40:07Z | Price: $374.74,2025-11-03T17:40:07.321000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-11-03T17:40:15Z | Price: $250.56,2025-11-03T17:40:15.721000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T17:45:10Z | Price: 893.44,2025-11-03T17:45:10.985000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-11-03T17:45:41Z | Price: $553.26,2025-11-03T17:45:41.453000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on PLTR at 2025-11-03T17:55:01Z | Price: $205.45,2025-11-03T17:55:02.058000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-11-03T17:55:01Z | Price: 330.56,2025-11-03T17:55:02.098000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-11-03T18:05:00Z | Price: 890.54,2025-11-03T18:05:01.078000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-11-03T18:10:00Z | Price: $364.34,2025-11-03T18:10:00.455000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-11-03T18:20:00Z | Price: $205.04,2025-11-03T18:20:02.282000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-11-03T18:30:04Z | Price: 329.78,2025-11-03T18:30:09.775000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on PLTR at 2025-11-03T18:40:00Z | Price: $207.12,2025-11-03T18:40:00.732000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on CRWD at 2025-11-03T18:40:00Z | Price: $555.20,2025-11-03T18:40:01.460000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-11-03T19:00:01Z | Price: $168.19,2025-11-03T19:00:06.481000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on NET  Momentum weakening at 2025-11-03T19:00:08Z | Price: $248.2,2025-11-03T19:00:15.266000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on APP at 2025-11-03T19:05:07Z | Price: 632.47,2025-11-03T19:05:07.762000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T19:10:11Z | Price: 895.6,2025-11-03T19:10:11.682000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T19:30:00Z | Price: 898.3,2025-11-03T19:30:02.045000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-11-03T19:35:16Z | Price: 899.72,2025-11-03T19:35:16.986000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on CRWD  Momentum weakening at 2025-11-03T19:40:32Z | Price: $553.24,2025-11-03T19:40:33.159000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-11-03T19:45:00Z | Price: $58.78,2025-11-03T19:45:00.539000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-11-03T19:45:27Z | Price: $377.93,2025-11-03T19:45:28.038000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-11-03T19:50:38Z | Price: $362.83,2025-11-03T19:50:38.264000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-11-03T20:00:00Z | Price: $235.04,2025-11-03T20:00:05.371000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-11-03T20:00:00Z | Price: $306.12,2025-11-03T20:00:05.606000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-11-03T20:10:01Z | Price: 331.6,2025-11-03T20:10:03.824000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-11-03T20:10:04Z | Price: 284.46,2025-11-03T20:10:05.074000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-11-03T20:15:02Z | Price: 895.86,2025-11-03T20:15:05.779000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on ASTS  Momentum weakening at 2025-11-03T20:15:02Z | Price: $71.78,2025-11-03T20:15:06.221000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-11-03T20:25:00Z | Price: 515.72,2025-11-03T20:25:03.364000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-11-03T20:25:06Z | Price: $362.23,2025-11-03T20:25:06.887000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MU  Momentum weakening at 2025-11-03T20:35:01Z | Price: $234.21,2025-11-03T20:35:02.527000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-11-03T20:35:09Z | Price: $167.93,2025-11-03T20:35:09.381000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HUM at 2025-11-03T20:35:15Z | Price: $280.64,2025-11-03T20:35:15.972000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-11-03T20:40:00Z | Price: 284.12,2025-11-03T20:40:01.073000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on APP at 2025-11-03T20:40:02Z | Price: 634.84,2025-11-03T20:40:04.500000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HUM  Momentum weakening at 2025-11-03T20:50:01Z | Price: $279.97,2025-11-03T20:50:03.694000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MAR at 2025-11-03T20:55:00Z | Price: $264.59,2025-11-03T20:55:03.605000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-11-04T14:35:00Z | Price: $188.03,2025-11-04T14:35:01.791000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-11-04T14:35:00Z | Price: 331.52,2025-11-04T14:35:02.102000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-11-04T14:35:00Z | Price: 509.84,2025-11-04T14:35:03.294000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on CRWD  Momentum weakening at 2025-11-04T14:35:01Z | Price: $539.78,2025-11-04T14:35:04.250000+00:00
